dataid,last_season,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,dh,ph,pr
payaj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pearn001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pedej001,2025,4833,4151,635,985,199,18,230,604,7,26,94,548,31,1150,33,27,73,7,28,318,266,6
pegue001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peguj003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pegul001,2025,315,291,30,66,6,1,11,36,2,1,3,18,0,97,10,2,9,0,2,0,3,3
penaj004,2025,2496,2297,313,623,116,9,68,256,8,14,42,129,4,492,64,20,41,6,33,2,5,1
pennw002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penrz001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pepir001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perad001,2024,4629,4226,530,1175,240,48,126,573,1,31,34,337,20,895,39,16,83,0,44,49,140,2
peraf001,2025,90,86,2,7,0,0,0,2,3,0,0,1,0,42,0,0,1,0,0,0,0,2
peral001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perao002,2025,527,479,49,90,17,0,9,37,0,1,9,37,0,144,15,3,10,1,7,2,13,15
peras001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peraw002,2025,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
perda001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perdg001,2025,2205,1855,303,471,87,14,36,229,46,22,24,258,4,352,64,15,21,0,22,0,20,3
perec004,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peree004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peree005,2025,176,158,13,23,5,0,2,18,0,1,2,15,0,68,6,0,3,0,2,0,1,2
perej004,2025,118,108,6,26,6,0,0,8,1,0,1,8,0,31,0,0,3,0,2,0,4,0
perem004,2025,28,26,1,1,0,0,0,0,2,0,0,0,0,22,0,0,0,0,1,0,0,0
peres002,2025,7068,6632,728,1747,324,11,310,1033,0,53,100,276,43,1336,6,1,199,7,67,233,17,0
perew002,2025,848,772,101,185,35,10,22,83,3,6,4,63,0,193,17,8,11,0,9,7,21,4
perkb002,2025,799,702,108,164,27,4,13,84,2,7,4,84,1,208,36,9,10,0,6,6,20,20
perkj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peted003,2025,20,16,2,1,1,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,1,0
petej002,2024,2784,2417,277,546,100,18,42,245,17,18,19,313,14,617,77,23,45,0,13,9,150,27
petem001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petet002,2025,12,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
pettc002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pfaab001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phamt001,2025,4964,4345,669,1122,205,25,155,534,3,31,42,543,15,1155,138,38,127,0,51,126,107,19
philc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phile001,2025,4,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
philt002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pilkk001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillk001,2025,4496,4210,540,1068,251,16,116,477,13,33,57,183,7,784,114,37,83,0,52,23,116,16
pinar001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pintj002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pintr002,2024,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
pintr003,2024,242,230,20,52,9,0,10,32,1,1,2,8,0,91,0,0,5,0,1,0,0,0
pintr004,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piven001,2025,122,111,7,9,1,0,0,1,8,0,0,3,0,62,0,0,3,0,2,0,1,0
plesz001,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pochc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polaj001,2025,4629,4137,562,1083,223,20,159,584,20,38,29,405,8,886,63,34,67,0,34,138,43,1
pomed001,2025,101,90,4,12,2,0,2,5,10,0,0,1,0,55,0,0,3,0,0,0,0,0
pop-z001,2025,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
popea001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portl001,2025,47,38,6,7,1,0,1,4,1,0,2,6,0,13,0,0,2,0,2,0,0,0
potec001,2025,11,10,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0
poulp001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
povic001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pozoy001,2025,245,234,24,58,12,0,6,28,0,1,0,10,0,32,0,0,5,0,2,20,24,0
pratn001,2024,527,464,51,100,25,1,14,55,1,7,7,48,0,204,1,1,9,0,2,0,8,0
presr001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priec002,2025,6,6,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0
prieq001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
profj001,2025,4764,4156,593,1019,211,18,126,493,20,25,72,489,8,766,66,19,84,2,35,70,96,7
pruia001,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
puk-a001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quanc001,2025,32,27,1,3,0,0,0,1,4,0,0,1,0,6,0,1,0,0,1,0,0,0
quere001,2025,403,365,31,98,17,0,5,36,0,2,4,32,0,71,0,1,8,0,3,29,17,0
quijj001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
quinj001,2025,188,160,4,13,1,0,0,7,24,1,0,3,0,87,0,0,4,0,4,0,0,0
rafac001,2025,1259,1183,167,290,63,9,33,143,5,6,16,49,1,300,42,16,19,0,18,1,7,6
ragac001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ragsc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raint003,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
raleb001,2025,14,13,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ralec001,2025,2545,2234,325,509,98,2,159,388,0,16,19,276,25,721,21,5,28,0,15,73,48,0
ralel001,2025,1230,1076,150,248,53,5,48,134,6,6,59,83,1,379,27,6,8,0,10,32,60,9
ramia004,2025,585,537,72,124,33,1,21,67,0,4,8,36,2,113,16,3,13,0,6,63,4,0
ramie004,2025,15,14,0,2,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0
ramie006,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramih004,2024,1950,1828,221,519,91,7,38,247,0,15,27,79,3,355,19,13,34,1,34,210,75,3
ramij003,2025,6960,6148,1019,1712,409,43,289,968,19,59,46,686,117,838,290,64,89,2,56,150,15,13
ramin003,2024,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ramiy002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramob001,2025,120,111,14,22,6,0,3,13,0,1,0,7,0,26,0,2,3,1,3,8,3,2
ramoh002,2025,1296,1172,148,299,51,4,44,143,0,10,19,95,4,320,12,5,30,0,13,14,10,2
ranga001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raqun001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rasht001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rasmd002,2025,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ravej001,2025,175,153,18,30,5,0,4,14,2,1,1,18,0,46,7,2,1,0,1,2,3,6
ray-r002,2025,271,239,11,34,6,0,1,9,27,1,0,4,0,118,0,0,3,0,3,0,2,0
rea-c001,2025,54,45,5,6,1,0,0,1,6,0,0,3,0,23,0,0,0,0,0,0,1,1
realj001,2025,5705,5196,720,1400,286,36,188,700,1,38,86,377,20,1222,104,28,109,7,61,23,67,5
reetj001,2024,17,16,2,3,2,0,1,1,0,0,0,1,0,5,0,0,1,0,0,0,2,0
refsr001,2025,1559,1353,188,343,73,3,33,154,1,12,20,167,7,358,22,9,40,6,12,74,129,26
reids001,2024,6,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
remiz001,2024,199,180,19,45,8,1,1,19,5,0,1,13,1,58,5,3,4,0,4,3,5,7
renda001,2024,5160,4467,699,1251,303,16,163,692,4,60,64,565,33,798,56,17,94,0,34,7,12,1
renfh001,2025,3836,3486,460,819,189,4,194,518,2,27,23,298,6,952,16,5,74,0,35,28,75,5
rengl001,2025,2503,2288,274,571,86,15,62,230,9,12,24,170,0,466,52,26,38,0,26,2,38,5
reyeg002,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reyep001,2025,606,552,76,135,26,2,8,56,3,2,2,47,1,114,14,6,8,0,8,5,66,19
reynb001,2025,4004,3564,500,967,195,29,138,484,0,21,53,365,21,906,41,13,69,1,48,97,26,1
reyns002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ribao001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riceb001,2025,729,637,96,149,35,4,34,92,0,8,10,72,0,156,3,3,20,2,4,48,20,2
richl001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richt001,2025,71,61,4,5,0,0,0,2,6,0,0,4,0,35,0,0,0,0,2,0,1,0
rilea001,2025,3643,3290,493,885,173,11,174,499,0,29,53,271,13,966,7,5,66,0,28,1,13,1
riose001,2024,353,311,45,62,10,1,23,48,0,2,6,34,1,121,0,1,8,0,1,35,51,2
rittr002,2025,207,187,22,45,9,3,1,18,4,1,5,10,0,61,3,1,7,0,3,0,0,1
rival002,2025,218,180,30,41,3,1,2,18,2,0,2,34,0,57,9,0,2,0,1,11,11,20
rivee001,2025,1188,1080,123,264,47,5,22,119,1,10,11,86,0,255,7,2,30,0,9,22,49,3
rives002,2025,107,99,7,17,4,0,0,6,1,0,1,6,0,34,1,0,1,0,4,0,0,1
rizza001,2024,7582,6502,945,1692,347,22,312,992,0,45,231,804,79,1267,74,45,153,0,63,19,28,0
roa-c001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robed002,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
robed005,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robee001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robel002,2025,2406,2206,324,576,115,2,103,301,1,11,26,151,12,642,102,25,40,11,28,12,7,7
roben002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robew002,2025,75,70,2,9,1,0,0,9,0,1,2,2,0,27,0,0,1,0,1,1,3,1
robic003,2025,138,130,6,17,2,0,2,5,2,0,1,5,0,37,0,0,6,0,1,0,1,0
roblv001,2025,2291,2014,276,493,105,13,37,194,34,18,83,142,6,520,107,30,31,0,36,4,33,15
roccb001,2025,959,850,99,192,44,2,15,91,7,11,16,75,1,204,18,10,19,0,8,0,8,2
rockj002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rockk001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodea001,2025,153,136,17,26,6,1,2,9,0,3,6,8,0,37,1,1,0,0,1,0,7,2
rodgb002,2025,1957,1805,230,471,96,8,47,208,1,10,19,122,1,437,1,1,55,0,19,13,14,4
rodoc001,2025,16,13,0,2,1,0,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0
rodrb001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrc003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodre004,2025,31,27,1,0,0,0,0,0,3,0,1,0,0,14,0,0,1,0,1,0,0,0
rodre005,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodre006,2025,261,238,32,50,11,2,3,15,0,1,0,22,0,63,0,1,3,0,1,1,11,1
rodrg003,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodrj004,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rodrj007,2025,2684,2458,379,669,115,10,116,352,0,7,39,180,18,655,117,28,48,0,41,15,3,1
rodrj009,2025,120,105,12,18,5,1,2,15,0,0,0,15,0,38,1,0,3,0,2,3,8,0
rodrm001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rodrr010,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodry002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodry003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rogej003,2024,14,12,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0
rogej004,2025,1125,1012,136,205,41,6,44,131,7,6,8,92,1,361,3,1,18,0,8,18,16,6
roget001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roget002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roget003,2025,48,45,0,3,0,0,0,0,2,0,0,1,0,29,0,0,0,0,1,0,1,0
rojaj001,2025,2324,2051,270,494,109,6,36,200,10,18,7,230,4,529,63,15,33,8,20,16,61,6
rojaj003,2025,750,687,96,166,25,8,6,73,19,3,8,33,0,167,52,7,10,0,11,4,11,20
rojam002,2025,4217,3855,439,1000,194,11,59,366,23,26,44,268,18,521,67,23,113,1,57,2,115,23
rolir001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollc001,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
romaj004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romej002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romod001,2025,56,54,4,9,3,0,0,6,0,0,0,2,0,21,0,1,2,0,1,2,3,0
rookb001,2025,2112,1878,266,488,100,6,110,296,0,10,32,191,9,590,21,4,32,1,14,360,30,0
roonj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rortb001,2025,643,566,52,109,19,0,9,53,7,0,8,62,0,162,1,0,10,0,5,2,12,3
rosaa003,2025,3946,3727,474,1018,169,46,70,392,5,19,26,169,6,771,111,36,93,0,48,42,71,11
rosae001,2025,4462,4171,580,1093,205,30,174,597,15,37,4,235,17,889,66,29,61,0,28,63,56,1
rosae002,2024,100,94,11,23,7,1,5,12,1,0,1,4,0,34,0,0,2,0,1,4,21,3
rosek001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rossj002,2025,177,159,7,29,4,0,0,5,10,0,2,6,0,71,0,0,4,0,3,1,8,8
roupl001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roycc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruize001,2025,621,560,62,135,27,3,8,59,6,3,18,27,1,134,77,19,8,7,4,3,24,12
ruizj001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruizk001,2025,1851,1727,164,429,82,0,44,201,1,10,22,91,1,200,10,5,42,0,12,27,36,0
rushd001,2025,156,143,15,29,5,0,4,24,0,2,1,10,0,59,0,0,1,0,2,1,10,0
rutlj002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rutsa001,2025,2184,1902,259,480,104,5,61,230,0,17,9,256,9,352,6,2,35,0,18,133,24,0
ryanj002,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ryanr002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryanr003,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saala001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sabob001,2025,400,358,41,85,13,0,13,46,2,3,7,30,1,133,4,2,5,0,7,13,17,6
sabre001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saggt001,2025,347,324,30,81,19,0,3,29,1,2,2,18,0,97,3,0,5,0,1,1,4,0
salac001,2025,67,56,6,13,2,0,0,9,1,2,3,5,0,14,0,0,2,0,0,5,13,0
salae001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salec001,2025,27,26,1,3,1,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0
sammb001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanca009,2025,133,120,7,22,6,0,0,4,6,1,1,5,0,33,2,1,5,0,3,0,3,1
sancc002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sancg002,2025,3445,3049,429,679,125,3,196,528,0,23,55,318,9,935,6,2,76,0,24,170,67,0
sancj003,2025,2064,1870,230,447,92,13,73,238,2,7,14,171,7,539,33,7,45,0,16,26,70,3
sancs001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandc002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandj003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandn001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandp002,2024,6,6,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
sanmr001,2025,8,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
sanoj001,2025,378,348,43,84,24,4,6,40,4,4,2,20,0,45,6,5,4,0,8,2,24,4
sanom001,2024,2975,2605,396,605,126,6,165,426,0,12,15,343,10,1087,5,3,54,0,24,166,19,1
santa003,2025,3375,3060,403,737,160,6,162,456,2,23,36,254,9,712,10,7,56,0,20,166,20,0
santc002,2025,9386,7930,1118,1903,408,17,340,1149,0,66,44,1346,67,1570,65,18,189,0,64,364,46,1
santd003,2025,6,6,0,2,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0
santg001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santt001,2025,8,7,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0
sasar001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sauct001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sauem001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sborj002,2024,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
schan001,2025,1303,1116,145,289,45,1,26,113,6,11,22,147,5,193,15,2,25,1,10,2,6,0
schem001,2025,547,480,31,78,6,0,1,30,51,1,2,13,0,168,3,0,5,0,6,0,5,2
schlc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schmc002,2025,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
schmc003,2025,738,672,73,153,34,1,23,86,4,7,11,44,1,173,2,1,15,0,2,2,19,6
schnd001,2025,846,721,108,156,37,2,33,98,0,6,11,108,0,256,10,1,9,0,4,10,34,2
schnd002,2025,653,582,66,121,29,3,17,64,1,4,3,63,1,190,12,5,5,0,4,6,29,8
schoj002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schrj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schua002,2025,131,126,15,28,4,0,2,7,1,0,0,4,1,41,0,1,1,0,1,2,4,7
schum002,2025,672,579,75,123,18,2,9,47,8,5,11,69,0,154,21,2,14,0,7,1,11,24
schup002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schwk001,2025,5685,4792,844,1107,182,14,363,821,1,27,54,811,52,1607,42,19,57,0,32,443,67,0
schws001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scotc001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scott003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scott004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scotv001,2025,618,543,68,112,24,1,7,47,10,5,12,48,0,153,39,5,3,0,5,0,1,3
seabc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seagc001,2025,5239,4649,757,1329,287,14,240,715,0,32,43,515,57,955,24,8,105,0,33,39,32,0
searj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seiga001,2025,73,62,6,12,1,0,0,5,1,1,1,8,0,16,2,0,2,0,0,1,15,0
selbc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
semim001,2025,7201,6482,988,1645,326,37,257,816,7,42,27,642,8,1321,139,40,103,1,83,3,12,0
sengh001,2025,78,72,8,13,1,0,0,4,1,1,1,3,0,22,0,0,3,0,0,0,2,1
sengk001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senza001,2025,166,136,5,9,2,0,0,12,29,0,0,1,0,77,0,0,0,0,6,0,0,0
senzn001,2024,1640,1473,200,342,64,4,40,143,3,6,10,132,1,345,33,21,33,16,25,27,36,9
servb001,2024,299,273,25,51,9,1,6,20,3,1,4,18,0,76,0,0,7,0,3,3,3,6
sevel001,2025,12,12,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
sewap001,2025,9,8,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
seymb001,2025,83,78,9,16,1,1,1,5,0,0,1,4,0,32,1,0,0,0,1,1,1,0
seymc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seymi001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawb001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawm002,2025,460,410,57,91,21,3,13,45,1,4,2,43,0,101,18,5,2,0,8,0,5,0
sheee001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheeg001,2025,1997,1809,175,428,90,2,66,247,0,15,15,158,5,411,5,3,34,0,17,156,79,1
shena001,2024,50,42,3,9,5,0,1,3,0,0,0,8,0,14,0,0,1,0,0,6,7,0
shewb001,2024,71,68,4,8,2,0,1,4,0,2,0,1,0,11,5,1,0,0,0,2,1,4
shorz001,2025,594,506,60,87,18,0,15,67,7,9,2,70,1,172,10,2,7,0,3,7,26,26
shrec001,2024,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
shugc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shusj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sianm001,2025,383,344,48,76,7,2,2,20,11,1,3,24,0,107,21,5,3,0,2,3,0,23
silsc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simor002,2025,88,77,10,18,3,0,0,7,1,2,0,8,0,15,1,0,1,0,1,5,1,1
simpc001,2025,441,414,53,122,15,3,0,26,3,2,0,20,0,43,44,12,10,2,3,3,3,4
simpj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simsl001,2025,30,27,1,2,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0
singb001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
singj001,2025,943,815,105,160,31,1,29,105,0,6,1,121,1,287,3,3,8,0,8,25,49,0
sirij001,2025,1248,1145,180,233,44,6,55,141,3,8,14,76,0,451,46,13,13,2,4,5,10,21
siske001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skenp001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skubt001,2025,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
slata001,2025,1865,1637,232,408,67,10,45,184,2,7,28,191,5,522,49,8,40,0,21,29,235,25
slatj002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smita001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smitb005,2024,11,10,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
smitc009,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smitc010,2025,493,441,55,104,21,3,9,51,0,2,7,43,0,137,8,1,11,0,4,1,9,1
